State,date,cases,dailyCases,deaths,dailyDeaths
District of Columbia,2020-06-20,9984,32,531,1
District of Columbia,2020-06-21,10020,36,533,2
District of Columbia,2020-06-22,10058,38,535,2
District of Columbia,2020-06-23,10094,36,537,2
District of Columbia,2020-06-24,10128,34,541,4
District of Columbia,2020-06-25,10159,31,543,2
District of Columbia,2020-06-26,10185,26,546,3
District of Columbia,2020-06-27,10216,31,548,2
District of Columbia,2020-06-28,10248,32,550,2
District of Columbia,2020-06-29,10292,44,551,1
District of Columbia,2020-06-30,10327,35,551,0
District of Columbia,2020-07-01,10365,38,553,2
District of Columbia,2020-07-02,10390,25,554,1
District of Columbia,2020-07-03,10435,45,555,1
District of Columbia,2020-07-04,10447,12,557,2
District of Columbia,2020-07-05,10482,35,559,2
District of Columbia,2020-07-06,10515,33,561,2
District of Columbia,2020-07-07,10569,54,561,0
District of Columbia,2020-07-08,10642,73,564,3
District of Columbia,2020-07-09,10679,37,568,4
District of Columbia,2020-07-10,10743,64,568,0
District of Columbia,2020-07-11,10801,58,568,0
District of Columbia,2020-07-12,10847,46,568,0
District of Columbia,2020-07-13,10906,59,568,0
District of Columbia,2020-07-14,10946,40,568,0
District of Columbia,2020-07-15,11026,80,571,3
District of Columbia,2020-07-16,11076,50,574,3
District of Columbia,2020-07-17,11115,39,577,3
District of Columbia,2020-07-18,11194,79,578,1
District of Columbia,2020-07-19,11261,67,578,0
District of Columbia,2020-07-20,11339,78,579,1
District of Columbia,2020-07-21,11427,88,580,1
District of Columbia,2020-07-22,11529,102,580,0
District of Columbia,2020-07-23,11571,42,581,1
District of Columbia,2020-07-24,11649,78,581,0
Florida,2020-03-01,2,0,0,0
Florida,2020-03-02,2,0,0,0
Florida,2020-03-03,3,1,0,0
Florida,2020-03-04,3,0,0,0
Florida,2020-03-05,4,1,0,0
Florida,2020-03-06,7,3,2,2
Florida,2020-03-07,12,5,2,0
Florida,2020-03-08,13,1,2,0
Florida,2020-03-09,14,1,2,0
Florida,2020-03-10,23,9,2,0
Florida,2020-03-11,26,3,2,0
Florida,2020-03-12,46,20,2,0
Florida,2020-03-13,70,24,2,0
Florida,2020-03-14,70,0,3,1
Florida,2020-03-15,109,39,3,0
Florida,2020-03-16,141,32,4,1
Florida,2020-03-17,210,69,6,2
Florida,2020-03-18,326,116,7,1
Florida,2020-03-19,434,108,8,1
Florida,2020-03-20,564,130,9,1
Florida,2020-03-21,764,200,11,2
Florida,2020-03-22,1000,236,13,2
Florida,2020-03-23,1222,222,18,5
Florida,2020-03-24,1467,245,20,2
Florida,2020-03-25,1971,504,23,3
Florida,2020-03-26,2478,507,29,6
Florida,2020-03-27,3198,720,46,17
Florida,2020-03-28,4038,840,56,10
Florida,2020-03-29,4943,905,60,4
Florida,2020-03-30,5695,752,72,12
Florida,2020-03-31,6742,1047,85,13
Florida,2020-04-01,7769,1027,100,15
Florida,2020-04-02,9000,1231,144,44
Florida,2020-04-03,10260,1260,169,25
Florida,2020-04-04,11537,1277,194,25
Florida,2020-04-05,12342,805,220,26
Florida,2020-04-06,13621,1279,253,33
Florida,2020-04-07,14739,1118,295,42
Florida,2020-04-08,15690,951,322,27
Florida,2020-04-09,16819,1129,370,48
Florida,2020-04-10,17960,1141,418,48
Florida,2020-04-11,18978,1018,445,27
Florida,2020-04-12,19855,877,460,15
Florida,2020-04-13,21011,1156,498,38
Florida,2020-04-14,21620,609,570,72
Florida,2020-04-15,22526,906,613,43
Florida,2020-04-16,23332,806,667,54
Florida,2020-04-17,24745,1413,725,58
Florida,2020-04-18,25484,739,747,22
Florida,2020-04-19,26306,822,773,26
Florida,2020-04-20,27050,744,822,49
Florida,2020-04-21,27861,811,866,44
Florida,2020-04-22,28301,440,926,60
Florida,2020-04-23,29640,1339,986,60
Florida,2020-04-24,30525,885,1045,59
Florida,2020-04-25,30831,306,1054,9
Florida,2020-04-26,31520,689,1073,19
Florida,2020-04-27,32130,610,1087,14
Florida,2020-04-28,32838,708,1170,83
Florida,2020-04-29,33185,347,1216,46
Florida,2020-04-30,33683,498,1267,51
Florida,2020-05-01,34720,1037,1313,46
Florida,2020-05-02,35455,735,1363,50
Florida,2020-05-03,36070,615,1378,15
Florida,2020-05-04,36889,819,1398,20
Florida,2020-05-05,37431,542,1470,72
Florida,2020-05-06,37994,563,1538,68
Florida,2020-05-07,38820,826,1599,61
Florida,2020-05-08,39191,371,1668,69
Florida,2020-05-09,39993,802,1714,46
Florida,2020-05-10,40588,595,1720,6
Florida,2020-05-11,40974,386,1734,14
Florida,2020-05-12,41915,941,1778,44
Florida,2020-05-13,42394,479,1826,48
Florida,2020-05-14,43202,808,1874,48
Florida,2020-05-15,44130,928,1916,42
Florida,2020-05-16,44803,673,1963,47
Florida,2020-05-17,45580,777,1972,9
Florida,2020-05-18,46434,854,1996,24
Florida,2020-05-19,46936,502,2051,55
Florida,2020-05-20,47463,527,2095,44
Florida,2020-05-21,48667,1204,2143,48
Florida,2020-05-22,49443,776,2189,46
Florida,2020-05-23,50119,676,2232,43
Florida,2020-05-24,50859,740,2236,4
Florida,2020-05-25,51738,879,2251,15
Florida,2020-05-26,52247,509,2258,7
Florida,2020-05-27,52626,379,2318,60
Florida,2020-05-28,53277,651,2363,45
Florida,2020-05-29,54489,1212,2412,49
Florida,2020-05-30,55416,927,2446,34
Florida,2020-05-31,56155,739,2450,4
Florida,2020-06-01,56822,667,2459,9
Florida,2020-06-02,57439,617,2529,70
Florida,2020-06-03,58756,1317,2565,36
Florida,2020-06-04,60175,1419,2606,41
Florida,2020-06-05,61480,1305,2659,53
Florida,2020-06-06,62750,1270,2687,28
Florida,2020-06-07,63930,1180,2699,12
Florida,2020-06-08,64896,966,2711,12
Florida,2020-06-09,65992,1096,2764,53
Florida,2020-06-10,67363,1371,2800,36
Florida,2020-06-11,69061,1698,2847,47
Florida,2020-06-12,70963,1902,2876,29
Florida,2020-06-13,73544,2581,2924,48
Florida,2020-06-14,75560,2016,2930,6
Florida,2020-06-15,77318,1758,2937,7
Florida,2020-06-16,80101,2783,2992,55
Florida,2020-06-17,82711,2610,3017,25
Florida,2020-06-18,85918,3207,3060,43
Florida,2020-06-19,89740,3822,3103,43
Florida,2020-06-20,93789,4049,3143,40
Florida,2020-06-21,97283,3494,3160,17
Florida,2020-06-22,100209,2926,3172,12
Florida,2020-06-23,103495,3286,3237,65
Florida,2020-06-24,109006,5511,3280,43
Florida,2020-06-25,114010,5004,3326,46
Florida,2020-06-26,122952,8942,3365,39
Florida,2020-06-27,132537,9585,3389,24
Florida,2020-06-28,141067,8530,3418,29
Florida,2020-06-29,146333,5266,3446,28
Florida,2020-06-30,152426,6093,3504,58
Florida,2020-07-01,158989,6563,3549,45
Florida,2020-07-02,169098,10109,3616,67
Florida,2020-07-03,178586,9488,3683,67
Florida,2020-07-04,190044,11458,3701,18
Florida,2020-07-05,200103,10059,3730,29
Florida,2020-07-06,206439,6336,3777,47
Florida,2020-07-07,213786,7347,3840,63
Florida,2020-07-08,223775,9989,3888,48
Florida,2020-07-09,232710,8935,4008,120
Florida,2020-07-10,244143,11433,4101,93
Florida,2020-07-11,254503,10360,4196,95
Florida,2020-07-12,269803,15300,4241,45
Florida,2020-07-13,282427,12624,4276,35
Florida,2020-07-14,291621,9194,4408,132
Florida,2020-07-15,301802,10181,4520,112
Florida,2020-07-16,315767,13965,4676,156
Florida,2020-07-17,327233,11466,4804,128
Florida,2020-07-18,337561,10328,4894,90
Florida,2020-07-19,350039,12478,4981,87
Florida,2020-07-20,360386,10347,5071,90
Florida,2020-07-21,369826,9440,5205,134
Florida,2020-07-22,379611,9785,5344,139
Florida,2020-07-23,389860,10249,5517,173
Florida,2020-07-24,402304,12444,5652,135
Georgia,2020-03-02,2,0,0,0
Georgia,2020-03-03,2,0,0,0
Georgia,2020-03-04,2,0,0,0
Georgia,2020-03-05,2,0,0,0
Georgia,2020-03-06,3,1,0,0
Georgia,2020-03-07,7,4,0,0
Georgia,2020-03-08,11,4,0,0
Georgia,2020-03-09,17,6,0,0
Georgia,2020-03-10,22,5,0,0
Georgia,2020-03-11,31,9,0,0
Georgia,2020-03-12,31,0,1,1
Georgia,2020-03-13,41,10,1,0
Georgia,2020-03-14,65,24,1,0
Georgia,2020-03-15,97,32,1,0
Georgia,2020-03-16,118,21,1,0
Georgia,2020-03-17,142,24,1,0
Georgia,2020-03-18,193,51,3,2
Georgia,2020-03-19,282,89,10,7
Georgia,2020-03-20,482,200,14,4
Georgia,2020-03-21,552,70,20,6
Georgia,2020-03-22,620,68,25,5
Georgia,2020-03-23,800,180,25,0
Georgia,2020-03-24,1095,295,38,13
Georgia,2020-03-25,1385,290,47,9
Georgia,2020-03-26,1641,256,56,9
Georgia,2020-03-27,2198,557,64,8
Georgia,2020-03-28,2447,249,79,15
Georgia,2020-03-29,2683,236,83,4
Georgia,2020-03-30,3032,349,103,20
Georgia,2020-03-31,4116,1084,126,23
Georgia,2020-04-01,4747,631,154,28
Georgia,2020-04-02,5444,697,176,22
Georgia,2020-04-03,5967,523,198,22
Georgia,2020-04-04,6383,416,208,10
Georgia,2020-04-05,6742,359,219,11
Georgia,2020-04-06,7558,816,294,75
Georgia,2020-04-07,9156,1598,348,54
Georgia,2020-04-08,10204,1048,370,22
Georgia,2020-04-09,10885,681,412,42
Georgia,2020-04-10,11859,974,425,13
Georgia,2020-04-11,12261,402,432,7
Georgia,2020-04-12,12103,0,438,6
Georgia,2020-04-13,13125,1022,479,41
Georgia,2020-04-14,13913,788,517,38
Georgia,2020-04-15,14583,670,569,52
Georgia,2020-04-16,15644,1061,611,42
Georgia,2020-04-17,16658,1014,661,50
Georgia,2020-04-18,17014,356,670,9
Georgia,2020-04-19,17619,605,682,12
Georgia,2020-04-20,18447,828,767,85
Georgia,2020-04-21,19189,742,810,43
Georgia,2020-04-22,20099,910,837,27
Georgia,2020-04-23,20905,806,871,34
Georgia,2020-04-24,21575,670,889,18
Georgia,2020-04-25,22225,650,897,8
Georgia,2020-04-26,22459,234,907,10
Georgia,2020-04-27,23229,770,981,74
Georgia,2020-04-28,23607,378,1022,41
Georgia,2020-04-29,24300,693,1086,64
Georgia,2020-04-30,25431,1131,1121,35
Georgia,2020-05-01,26436,1005,1153,32
Georgia,2020-05-02,27268,832,1161,8
Georgia,2020-05-03,27618,350,1168,7
Georgia,2020-05-04,28350,732,1228,60
Georgia,2020-05-05,28876,526,1277,49
Georgia,2020-05-06,29724,848,1309,32
Georgia,2020-05-07,30524,800,1332,23
Georgia,2020-05-08,31089,565,1378,46
Georgia,2020-05-09,31481,392,1380,2
Georgia,2020-05-10,32267,786,1383,3
Georgia,2020-05-11,32448,181,1420,37
Georgia,2020-05-12,33311,863,1470,50
Georgia,2020-05-13,33866,555,1494,24
Georgia,2020-05-14,34422,556,1521,27
Georgia,2020-05-15,35242,820,1563,42
Georgia,2020-05-16,35655,413,1573,10
Georgia,2020-05-17,35954,299,1584,11
Georgia,2020-05-18,36634,680,1624,40
Georgia,2020-05-19,37214,580,1650,26
Georgia,2020-05-20,38162,948,1672,22
Georgia,2020-05-21,38969,807,1749,77
Georgia,2020-05-22,39734,765,1779,30
Georgia,2020-05-23,40408,674,1794,15
Georgia,2020-05-24,40989,581,1799,5
Georgia,2020-05-25,41414,425,1820,21
Georgia,2020-05-26,42066,652,1867,47
Georgia,2020-05-27,42713,647,1904,37
Georgia,2020-05-28,43363,650,1942,38
Georgia,2020-05-29,43888,525,1953,11
Georgia,2020-05-30,44336,448,1973,20
Georgia,2020-05-31,45051,715,2019,46
Georgia,2020-06-01,45757,706,2057,38
Georgia,2020-06-02,46063,306,2070,13
Georgia,2020-06-03,46711,648,2092,22
Georgia,2020-06-04,47528,817,2116,24
Georgia,2020-06-05,48280,752,2143,27
Georgia,2020-06-06,48943,663,2147,4
Georgia,2020-06-07,49371,428,2148,1
Georgia,2020-06-08,49995,624,2176,28
Georgia,2020-06-09,50769,774,2250,74
Georgia,2020-06-10,51465,696,2292,42
Georgia,2020-06-11,52332,867,2337,45
Georgia,2020-06-12,53201,869,2384,47
Georgia,2020-06-13,54178,977,2411,27
Georgia,2020-06-14,54874,696,2416,5
Georgia,2020-06-15,55505,631,2457,41
Georgia,2020-06-16,56302,797,2492,35
Georgia,2020-06-17,57217,915,2536,44
Georgia,2020-06-18,58040,823,2565,29
Georgia,2020-06-19,59117,1077,2596,31
Georgia,2020-06-20,60669,1552,2602,6
Georgia,2020-06-21,61493,824,2603,1
Georgia,2020-06-22,62705,1212,2607,4
Georgia,2020-06-23,64577,1872,2646,39
Georgia,2020-06-24,66290,1713,2658,12
Georgia,2020-06-25,67796,1506,2704,46
Georgia,2020-06-26,69542,1746,2727,23
Georgia,2020-06-27,71066,1524,2733,6
Georgia,2020-06-28,72800,1734,2735,2
Georgia,2020-06-29,74816,2016,2739,4
Georgia,2020-06-30,77280,2464,2758,19
Georgia,2020-07-01,79589,2309,2779,21
Georgia,2020-07-02,82475,2886,2801,22
Georgia,2020-07-03,85079,2604,2808,7
Georgia,2020-07-04,87592,2513,2809,1
Georgia,2020-07-05,89489,1897,2812,3
Georgia,2020-07-06,91015,1526,2829,17
Georgia,2020-07-07,93707,2692,2850,21
Georgia,2020-07-08,96538,2831,2871,21
Georgia,2020-07-09,98693,2155,2880,9
Georgia,2020-07-10,103597,4904,2915,35
Georgia,2020-07-11,106574,2977,2946,31
Georgia,2020-07-12,108389,1815,2951,5
Georgia,2020-07-13,111937,3548,2972,21
Georgia,2020-07-14,114579,2642,2996,24
Georgia,2020-07-15,118147,3568,3030,34
Georgia,2020-07-16,120848,2701,3043,13
Georgia,2020-07-17,124267,3419,3071,28
Georgia,2020-07-18,128341,4074,3105,34
Georgia,2020-07-19,130794,2453,3110,5
Georgia,2020-07-20,132788,1994,3113,3
Georgia,2020-07-21,135865,3077,3186,73
Georgia,2020-07-22,139120,3255,3264,78
Georgia,2020-07-23,143857,4737,3288,24
Georgia,2020-07-24,147732,3875,3368,80
Guam,2020-03-15,3,0,0,0
Guam,2020-03-16,3,0,0,0
Guam,2020-03-17,3,0,0,0
Guam,2020-03-18,8,5,0,0
Guam,2020-03-19,12,4,0,0
Guam,2020-03-20,14,2,0,0
Guam,2020-03-21,15,1,0,0
Guam,2020-03-22,27,12,1,1
Guam,2020-03-23,29,2,1,0
Guam,2020-03-24,32,3,1,0
Guam,2020-03-25,32,0,1,0
Guam,2020-03-26,49,17,1,0
Guam,2020-03-27,53,4,1,0
Guam,2020-03-28,57,4,1,0
Guam,2020-03-29,58,1,1,0
Guam,2020-03-30,60,2,1,0
Guam,2020-03-31,139,79,2,1
Guam,2020-04-01,147,8,3,1
Guam,2020-04-02,152,5,3,0
Guam,2020-04-03,154,2,4,1
Guam,2020-04-04,223,69,4,0
Guam,2020-04-05,265,42,4,0
Guam,2020-04-06,266,1,4,0
Guam,2020-04-07,274,8,4,0
Guam,2020-04-08,409,135,4,0
Guam,2020-04-09,542,133,4,0
Guam,2020-04-10,577,35,4,0
Guam,2020-04-11,681,104,5,1
Guam,2020-04-12,716,35,5,0
Guam,2020-04-13,719,3,6,1
Guam,2020-04-14,721,2,6,0
Guam,2020-04-15,750,29,6,0
Guam,2020-04-16,790,40,6,0
Guam,2020-04-17,796,6,6,0
Guam,2020-04-18,805,9,6,0
Guam,2020-04-19,808,3,6,0
Guam,2020-04-20,811,3,6,0
Guam,2020-04-21,852,41,6,0
Guam,2020-04-22,911,59,6,0
Guam,2020-04-23,979,68,6,0
Guam,2020-04-24,997,18,6,0
Guam,2020-04-25,997,0,6,0
Guam,2020-04-26,997,0,6,0
Guam,2020-04-27,1113,116,6,0
Guam,2020-04-28,1114,1,6,0
Guam,2020-04-29,1114,0,6,0
Guam,2020-04-30,1115,1,6,0
Guam,2020-05-01,1115,0,6,0
Guam,2020-05-02,1117,2,6,0
Guam,2020-05-03,1118,1,6,0
Guam,2020-05-04,1118,0,6,0
Guam,2020-05-05,1118,0,6,0
Guam,2020-05-06,1118,0,6,0
Guam,2020-05-07,1118,0,6,0
Guam,2020-05-08,1120,2,6,0
Guam,2020-05-09,1120,0,6,0
Guam,2020-05-10,1120,0,6,0
Guam,2020-05-11,1120,0,6,0
Guam,2020-05-12,1121,1,6,0
Guam,2020-05-13,1121,0,6,0
Guam,2020-05-14,1121,0,6,0
Guam,2020-05-15,1123,2,6,0
Guam,2020-05-16,1123,0,6,0
Guam,2020-05-17,1123,0,6,0
Guam,2020-05-18,1123,0,6,0
Guam,2020-05-19,1123,0,6,0
Guam,2020-05-20,1134,11,6,0
Guam,2020-05-21,1134,0,6,0
Guam,2020-05-22,1134,0,6,0
Guam,2020-05-23,1134,0,6,0
Guam,2020-05-24,1135,1,6,0
Guam,2020-05-25,1135,0,6,0
Guam,2020-05-26,1139,4,6,0
Guam,2020-05-27,1140,1,6,0
Guam,2020-05-28,1141,1,6,0
Guam,2020-05-29,1141,0,6,0
Guam,2020-05-30,1141,0,6,0
Guam,2020-05-31,1144,3,6,0
Guam,2020-06-01,1144,0,6,0
Guam,2020-06-02,1146,2,6,0
Guam,2020-06-03,1146,0,6,0
Guam,2020-06-04,1148,2,6,0
Guam,2020-06-05,1148,0,6,0
Guam,2020-06-06,1148,0,6,0
Guam,2020-06-07,1148,0,6,0
Guam,2020-06-08,1149,1,6,0
Guam,2020-06-09,1149,0,6,0
Guam,2020-06-10,1149,0,6,0
Guam,2020-06-11,1152,3,6,0
Guam,2020-06-12,1153,1,6,0
Guam,2020-06-13,1154,1,6,0
Guam,2020-06-14,1154,0,6,0
Guam,2020-06-15,1155,1,6,0
Guam,2020-06-16,1155,0,6,0
Guam,2020-06-17,1157,2,6,0
Guam,2020-06-18,1162,5,6,0
Guam,2020-06-19,1169,7,6,0
Guam,2020-06-20,1191,22,6,0
Guam,2020-06-21,1191,0,6,0
Guam,2020-06-22,1191,0,6,0
Guam,2020-06-23,1194,3,6,0
Guam,2020-06-24,1200,6,6,0
Guam,2020-06-25,1214,14,6,0
Guam,2020-06-26,1217,3,6,0
Guam,2020-06-27,1217,0,6,0
Guam,2020-06-28,1217,0,6,0
Guam,2020-06-29,1224,7,6,0
Guam,2020-06-30,1228,4,6,0
Guam,2020-07-01,1240,12,6,0
Guam,2020-07-02,1249,9,6,0
Guam,2020-07-03,1255,6,6,0
Guam,2020-07-04,1257,2,6,0
Guam,2020-07-05,1257,0,6,0
Guam,2020-07-06,1270,13,6,0
Guam,2020-07-07,1272,2,6,0
Guam,2020-07-08,1276,4,6,0
Guam,2020-07-09,1278,2,6,0
Guam,2020-07-10,1279,1,6,0
Guam,2020-07-11,1281,2,6,0
Guam,2020-07-12,1281,0,6,0
Guam,2020-07-13,1281,0,6,0
Guam,2020-07-14,1281,0,6,0
Guam,2020-07-15,1282,1,6,0
Guam,2020-07-16,1283,1,6,0
Guam,2020-07-17,1283,0,6,0
Guam,2020-07-18,1284,1,6,0
Guam,2020-07-19,1284,0,6,0
Guam,2020-07-20,1288,4,6,0
Guam,2020-07-21,1296,8,6,0
Guam,2020-07-22,1299,3,6,0
Guam,2020-07-23,1301,2,6,0
Guam,2020-07-24,1306,5,6,0
Hawaii,2020-03-06,1,0,0,0
Hawaii,2020-03-07,1,0,0,0
Hawaii,2020-03-08,2,1,0,0
Hawaii,2020-03-09,2,0,0,0
Hawaii,2020-03-10,2,0,0,0
Hawaii,2020-03-11,2,0,0,0
Hawaii,2020-03-12,2,0,0,0
Hawaii,2020-03-13,2,0,0,0
Hawaii,2020-03-14,4,2,0,0
Hawaii,2020-03-15,7,3,0,0
Hawaii,2020-03-16,10,3,0,0
Hawaii,2020-03-17,14,4,0,0
Hawaii,2020-03-18,16,2,0,0
Hawaii,2020-03-19,26,10,0,0
Hawaii,2020-03-20,37,11,0,0
Hawaii,2020-03-21,48,11,0,0
Hawaii,2020-03-22,56,8,0,0
Hawaii,2020-03-23,77,21,0,0
Hawaii,2020-03-24,90,13,0,0
Hawaii,2020-03-25,95,5,0,0
Hawaii,2020-03-26,106,11,0,0
Hawaii,2020-03-27,120,14,0,0
Hawaii,2020-03-28,151,31,0,0
Hawaii,2020-03-29,175,24,0,0
Hawaii,2020-03-30,204,29,0,0
Hawaii,2020-03-31,224,20,1,1
Hawaii,2020-04-01,258,34,1,0
Hawaii,2020-04-02,283,25,2,1
Hawaii,2020-04-03,317,34,3,1
Hawaii,2020-04-04,349,32,3,0
Hawaii,2020-04-05,369,20,4,1
Hawaii,2020-04-06,385,16,5,1
Hawaii,2020-04-07,408,23,5,0
Hawaii,2020-04-08,433,25,5,0
Hawaii,2020-04-09,440,7,6,1
Hawaii,2020-04-10,463,23,8,2
Hawaii,2020-04-11,484,21,8,0
Hawaii,2020-04-12,497,13,9,1
Hawaii,2020-04-13,502,5,9,0
Hawaii,2020-04-14,511,9,9,0
Hawaii,2020-04-15,524,13,9,0
Hawaii,2020-04-16,535,11,9,0
Hawaii,2020-04-17,547,12,9,0
Hawaii,2020-04-18,568,21,9,0
Hawaii,2020-04-19,574,6,10,1
Hawaii,2020-04-20,578,4,10,0
Hawaii,2020-04-21,580,2,12,2
Hawaii,2020-04-22,586,6,12,0
Hawaii,2020-04-23,590,4,12,0
Hawaii,2020-04-24,595,5,13,1
Hawaii,2020-04-25,597,2,14,1
Hawaii,2020-04-26,599,2,14,0
Hawaii,2020-04-27,600,1,16,2
Hawaii,2020-04-28,602,2,16,0
Hawaii,2020-04-29,605,3,16,0
Hawaii,2020-04-30,609,4,16,0
Hawaii,2020-05-01,610,1,16,0
Hawaii,2020-05-02,611,1,16,0
Hawaii,2020-05-03,611,0,17,1
Hawaii,2020-05-04,612,1,17,0
Hawaii,2020-05-05,615,3,17,0
Hawaii,2020-05-06,616,1,17,0
Hawaii,2020-05-07,619,3,17,0
Hawaii,2020-05-08,619,0,17,0
Hawaii,2020-05-09,620,1,17,0
Hawaii,2020-05-10,621,1,17,0
Hawaii,2020-05-11,623,2,17,0
Hawaii,2020-05-12,624,1,17,0
Hawaii,2020-05-13,627,3,17,0
Hawaii,2020-05-14,627,0,17,0
Hawaii,2020-05-15,628,1,17,0
Hawaii,2020-05-16,629,1,17,0
Hawaii,2020-05-17,630,1,17,0
Hawaii,2020-05-18,630,0,17,0
Hawaii,2020-05-19,631,1,17,0
Hawaii,2020-05-20,633,2,17,0
Hawaii,2020-05-21,637,4,17,0
Hawaii,2020-05-22,632,0,17,0
Hawaii,2020-05-23,633,1,17,0
Hawaii,2020-05-24,633,0,17,0
Hawaii,2020-05-25,633,0,17,0
Hawaii,2020-05-26,633,0,17,0
Hawaii,2020-05-27,634,1,17,0
Hawaii,2020-05-28,637,3,17,0
Hawaii,2020-05-29,639,2,17,0
Hawaii,2020-05-30,641,2,17,0
Hawaii,2020-05-31,642,1,17,0
Hawaii,2020-06-01,642,0,17,0
Hawaii,2020-06-02,643,1,17,0
Hawaii,2020-06-03,643,0,17,0
Hawaii,2020-06-04,644,1,17,0
Hawaii,2020-06-05,653,9,17,0
Hawaii,2020-06-06,661,8,17,0
Hawaii,2020-06-07,663,2,17,0
Hawaii,2020-06-08,664,1,17,0
Hawaii,2020-06-09,670,6,17,0
Hawaii,2020-06-10,673,3,17,0
Hawaii,2020-06-11,680,7,17,0
Hawaii,2020-06-12,694,14,17,0
Hawaii,2020-06-13,711,17,17,0
Hawaii,2020-06-14,716,5,17,0
Hawaii,2020-06-15,724,8,17,0
Hawaii,2020-06-16,728,4,17,0
Hawaii,2020-06-17,732,4,17,0
Hawaii,2020-06-18,750,18,17,0
Hawaii,2020-06-19,777,27,17,0
Hawaii,2020-06-20,791,14,17,0
Hawaii,2020-06-21,802,11,17,0
Hawaii,2020-06-22,804,2,17,0
Hawaii,2020-06-23,807,3,17,0
Hawaii,2020-06-24,821,14,17,0
Hawaii,2020-06-25,836,15,17,0
Hawaii,2020-06-26,850,14,17,0
Hawaii,2020-06-27,856,6,18,1
Hawaii,2020-06-28,883,27,18,0
Hawaii,2020-06-29,884,1,18,0
Hawaii,2020-06-30,901,17,18,0
Hawaii,2020-07-01,909,8,18,0
Hawaii,2020-07-02,929,20,18,0
Hawaii,2020-07-03,957,28,19,1
Hawaii,2020-07-04,981,24,19,0
Hawaii,2020-07-05,1005,24,19,0
Hawaii,2020-07-06,1012,7,19,0
Hawaii,2020-07-07,1053,41,19,0
Hawaii,2020-07-08,1076,23,19,0
Hawaii,2020-07-09,1112,36,19,0
Hawaii,2020-07-10,1139,27,19,0
Hawaii,2020-07-11,1181,42,19,0
Hawaii,2020-07-12,1201,20,19,0
Hawaii,2020-07-13,1222,21,21,2
Hawaii,2020-07-14,1243,21,21,0
Hawaii,2020-07-15,1271,28,21,0
Hawaii,2020-07-16,1290,19,21,0
Hawaii,2020-07-17,1312,22,22,1
Hawaii,2020-07-18,1332,20,23,1
Hawaii,2020-07-19,1359,27,23,0
Hawaii,2020-07-20,1371,12,23,0
Hawaii,2020-07-21,1396,25,23,0
Hawaii,2020-07-22,1413,17,24,1
Hawaii,2020-07-23,1468,55,25,1
Hawaii,2020-07-24,1526,58,25,0
Idaho,2020-03-13,1,0,0,0
Idaho,2020-03-14,5,4,0,0
Idaho,2020-03-15,5,0,0,0
Idaho,2020-03-16,5,0,0,0
Idaho,2020-03-17,9,4,0,0
Idaho,2020-03-18,11,2,0,0
Idaho,2020-03-19,23,12,0,0
Idaho,2020-03-20,31,8,0,0
Idaho,2020-03-21,42,11,0,0
Idaho,2020-03-22,47,5,0,0
Idaho,2020-03-23,50,3,0,0
Idaho,2020-03-24,73,23,0,0
Idaho,2020-03-25,123,50,0,0
Idaho,2020-03-26,189,66,3,3
Idaho,2020-03-27,232,43,4,1
Idaho,2020-03-28,262,30,5,1
Idaho,2020-03-29,310,48,6,1
Idaho,2020-03-30,415,105,7,1
Idaho,2020-03-31,526,111,9,2
Idaho,2020-04-01,669,143,9,0
Idaho,2020-04-02,891,222,9,0
Idaho,2020-04-03,1012,121,10,1
Idaho,2020-04-04,1076,64,10,0
Idaho,2020-04-05,1100,24,10,0
Idaho,2020-04-06,1170,70,13,3
Idaho,2020-04-07,1210,40,15,2
Idaho,2020-04-08,1232,22,19,4
Idaho,2020-04-09,1366,134,24,5
Idaho,2020-04-10,1425,59,25,1
Idaho,2020-04-11,1438,13,27,2
Idaho,2020-04-12,1457,19,27,0
Idaho,2020-04-13,1499,42,33,6
Idaho,2020-04-14,1538,39,39,6
Idaho,2020-04-15,1587,49,41,2
Idaho,2020-04-16,1609,22,41,0
Idaho,2020-04-17,1655,46,43,2
Idaho,2020-04-18,1668,13,44,1
Idaho,2020-04-19,1672,4,45,1
Idaho,2020-04-20,1736,64,48,3
Idaho,2020-04-21,1766,30,51,3
Idaho,2020-04-22,1802,36,54,3
Idaho,2020-04-23,1836,34,54,0
Idaho,2020-04-24,1870,34,54,0
Idaho,2020-04-25,1887,17,56,2
Idaho,2020-04-26,1897,10,56,0
Idaho,2020-04-27,1917,20,58,2
Idaho,2020-04-28,1952,35,60,2
Idaho,2020-04-29,1984,32,60,0
Idaho,2020-04-30,2016,32,63,3
Idaho,2020-05-01,2035,19,63,0
Idaho,2020-05-02,2061,26,64,1
Idaho,2020-05-03,2059,0,64,0
Idaho,2020-05-04,2106,47,64,0
Idaho,2020-05-05,2127,21,66,2
Idaho,2020-05-06,2158,31,67,1
Idaho,2020-05-07,2178,20,67,0
Idaho,2020-05-08,2205,27,67,0
Idaho,2020-05-09,2230,25,67,0
Idaho,2020-05-10,2232,2,67,0
Idaho,2020-05-11,2261,29,69,2
Idaho,2020-05-12,2294,33,69,0
Idaho,2020-05-13,2325,31,69,0
Idaho,2020-05-14,2352,27,72,3
Idaho,2020-05-15,2389,37,73,1
Idaho,2020-05-16,2419,30,73,0
Idaho,2020-05-17,2421,2,73,0
